"Match Number","Team Number","Is the robot on the field?","Leave","Auto algae remove","Auto Algae Missed","Auto Processor Scored","Auto Net Scored","Auto L4 Coral","Auto L3 Coral","Auto L2 Coral","Auto L1 Coral","Auto Coral Missed","Did this team remove algae?","Algae Missed","Processor scored","Net scored","L4 Coral","L3 Coral","L2 Coral","L1 Coral","Coral Missed","Climb Status","Did this robot defend?","Did the robot break?","Did the bot seem like it performed at its peak capacity?",""
7,2930,"Y","Y","N","","","",3,"","","","","Y","","","",3,6,5,1,"","Deep Climb","Not at all","",4,""
7,2046,"Y","N","N","","","",1,"","","",1,"N",2,1,2,3,3,2,5,"","Deep Climb","Not at all","",4,""
7,488,"Y","N","N","","","","","","","",1,"Y",1,"",1,3,"",1,1,4,"No Climb","Not at all","",2,""
6,3826,"Y","Y","N","","","","","","","","","N","","","","","","","","","No Climb","Entire match","",2,""
6,10079,"Y","Y","N","","","",2,"","","","","Y","","","",4,3,3,"",1,"No Climb","Not at all","",4,""
6,4469,"Y","Y","N","","","",2,"","","",1,"Y",3,"",1,"",1,"","","","No Climb","Not at all","",2,""
45,3826,"N","N","N","","","","","","","","","N","","","","","","","","","No Climb","Not at all","",1,""
23,955,"Y","Y","N","","","",1,"","","",1,"Y","","","",3,1,"","",2,"No Climb","Partially","",3,""
23,2471,"Y","Y","Y","","","","",1,"","","","Y","","","",4,6,"","",2,"Deep Climb","Not at all","",4,""
38,4043,"Y","Y","N","","","",1,"","","",1,"N","","","",3,2,"",2,2,"Deep Climb","Not at all","",4,""
38,5468,"Y","Y","N","","","",3,"","","","","Y","","","",3,6,4,2,2,"Deep Climb","Not at all","",5,""
37,360,"Y","Y","N","","","",0,"","",1,1,"Y","","","",5,5,4,"","","Deep Climb","Not at all","",5,""
37,1425,"Y","Y","N","","","",3,"","","","","Y",1,"",1,2,4,2,2,"","Deep Climb","Not at all","",5,""
37,6343,"Y","N","N","","","","","","","","","N","","","",2,3,3,"","","Deep Climb","Not at all","Minor Break",2,""
36,5937,"Y","Y","Y","","",2,"","","","","","Y",3,"",6,"","","","","","Deep Climb","Not at all","",5,""
36,488,"Y","Y","N","","","",2,"","","","","Y","","",2,6,3,2,"","","No Climb","Not at all","",4,""
38,7034,"Y","Y","N","","","",1,"","","","","Y","","","",1,2,2,1,5,"No Climb","Not at all","",3,""
36,6831,"Y","Y","Y","","","","",1,"","","","Y","","","","",2,0,3,1,"No Climb","Not at all","",2,""
35,3574,"Y","Y","N","","","","","","","","","N","","","","","",3,"","","No Climb","Not at all","Major Break",2,""
35,4131,"Y","Y","N","","","","","","",1,"","N","",7,"","","","","","","No Climb","Not at all","",4,""
34,2930,"Y","Y","N","","","",2,"","","","","N","","","",4,6,2,3,"","Deep Climb","Not at all","",4,""
34,9023,"Y","Y","N","","","",3,"","","","","Y","","","",5,7,4,1,1,"No Climb","Not at all","",5,""
34,4450,"Y","Y","N","","","","","","","","","Y","",4,"","","","","","","No Climb","Partially","Major Break",1,""
33,2910,"Y","Y","N","","","",3,"","","",1,"Y","",2,4,5,8,6,"","","Deep Climb","Not at all","",4,""
33,2976,"Y","Y","Y","","","",1,"","","","","N","","","",2,2,1,2,2,"No Climb","Not at all","",5,""
35,4061,"Y","Y","Y","","","","",1,"","",2,"N","","","","",6,3,2,1,"No Climb","Not at all","",4,""
39,4125,"Y","Y","N","","","","","","",1,"","N",1,"","","","","","","","No Climb","Entire match","",1,""
39,4915,"Y","Y","N","","","",2,"","","","","Y","","","",4,3,3,2,1,"No Climb","Not at all","",5,""
39,9442,"Y","Y","N","","","",3,"","","","","Y","","",1,"",4,4,2,4,"No Climb","Not at all","",4,""
44,4043,"Y","Y","N","","","",1,"","","","","Y","","","","",5,5,"",1,"Deep Climb","Not at all","",5,""
44,6696,"Y","Y","N","","","",1,"","","","","Y","","","",3,6,2,"",2,"No Climb","Not at all","",5,""
44,2910,"Y","Y","N","","","",3,1,"","","","N","","",4,5,4,7,1,"","Deep Climb","Not at all","",5,""
43,2557,"Y","Y","Y",2,"","","","","",1,0,"Y","","",4,"","","",2,"","Deep Climb","Not at all","",2,""
43,9036,"Y","Y","N","","","","",0,"",1,"","N",2,"","",7,5,"","","","No Climb","Not at all","",4,""
43,6343,"Y","Y","N","","","","","","","","","N","","","",4,5,"","",1,"Deep Climb","Not at all","",4,""
43,948,"Y","Y","N","","","","","","","",1,"N","","","",6,3,2,"",1,"Deep Climb","Not at all","",4,""
42,9446,"Y","Y","N","","","","","","","","","N","","","",2,1,4,2,4,"No Climb","Not at all","",4,""
42,1318,"Y","Y","N","","","",2,"","","","","Y","","",2,1,4,2,5,"","Deep Climb","Not at all","",4,""
42,6831,"Y","Y","Y","","","","",1,"","","","N","","","","","","",3,1,"No Climb","Partially","",2,""
42,3663,"Y","Y","N",1,"","",3,"","","","","N","","",3,4,4,3,3,"","Deep Climb","Not at all","",5,""
41,997,"Y","Y","N","","","",1,"","","","","Y","","","",1,2,5,1,1,"No Climb","Not at all","",4,""
41,3218,"Y","Y","Y","","","",1,"","","","","Y","",3,"",5,1,2,"",1,"Deep Climb","Not at all","",5,""
41,4513,"Y","Y","N","","","",2,"","","","","N","","","",5,3,3,"",3,"Deep Climb","Not at all","",4,""
41,9023,"Y","Y","N","","","",3,"","","","","Y","","","",2,6,5,"",1,"No Climb","Not at all","",5,""
40,2046,"Y","Y","N","","","",2,"","","",1,"N",1,4,3,2,4,2,"",2,"No Climb","Not at all","",4,""
40,9567,"Y","Y","Y","","","","","","",1,"","N","",3,"","","","",2,1,"No Climb","Not at all","",4,""
33,1540,"Y","Y","N","","","",1,"","","",1,"Y","",2,"",2,4,5,1,1,"No Climb","Not at all","",3,""
32,1425,"Y","Y","N","","",1,1,"","","","","Y","","",1,"","",0,3,"","Deep Climb","Partially","",4,""
32,3218,"Y","Y","N","","","",1,"","","",1,"Y","","","",2,2,"","",4,"No Climb","Not at all","",5,""
32,9442,"Y","Y","N","","","",3,"","","","","Y",1,"",1,6,5,4,1,2,"No Climb","Not at all","",4,""
28,10079,"Y","Y","N","","","",3,"","","","","N","","","",2,1,0,1,3,"No Climb","Not at all","",2,""
28,4450,"Y","Y","Y","","",2,1,"","","","","Y","","",3,4,2,"",1,1,"Deep Climb","Not at all","",5,""
27,492,"Y","Y","N","","","",0,"","","",1,"N","","","",4,"","","","","No Climb","Partially","",2,""
27,4915,"Y","Y","N","","","",1,"","","",1,"Y","","","",4,5,"","",1,"Deep Climb","Not at all","",4,""
27,6831,"Y","Y","N","","","","","",1,1,"","Y","","","","",5,2,0,"","No Climb","Not at all","",4,""
26,2412,"Y","Y","N","","","",1,"","","",1,"Y","",2,"",4,1,4,"",1,"Deep Climb","Not at all","",5,""
26,7034,"Y","Y","N","","","",2,"","","",1,"Y","","","",4,5,"","","","No Climb","Not at all","",2,""
26,5937,"Y","Y","N","",0,1,"","","","","","Y","",2,2,"","","","","","Deep Climb","Not at all","Major Break",2,""
26,488,"Y","Y","N",1,"","",1,"","","","","N","","","",4,4,"",3,3,"No Climb","Not at all","",3,""
25,3674,"Y","Y","N","","","",3,"","","","","N","","","",1,5,2,"",1,"Deep Climb","Not at all","",4,""
25,6443,"Y","Y","N","","","","","","",1,1,"N","","","","","","","","","Deep Climb","Entire match","",1,""
25,1778,"Y","Y","N","","","",3,"","","","","Y","","",2,4,8,7,"",1,"No Climb","Not at all","",5,""
25,9450,"Y","N","Y","","","",3,"","","","","N","","",2,2,2,2,6,1,"Deep Climb","Not at all","",5,""
24,2522,"Y","Y","N","","","",3,"","","","","Y","","","",2,3,5,4,3,"Deep Climb","Not at all","",3,""
24,957,"Y","Y","N","","","","","","","","","Y","","","",3,2,3,"",0,"Deep Climb","Not at all","",2,""
24,4043,"Y","Y","N","","","",2,"","","","","Y","","","",2,5,3,"",3,"Deep Climb","Not at all","",5,""
24,1425,"Y","Y","N","","","",2,"","","","","Y","","","",3,2,3,5,"","No Climb","Not at all","",4,""
28,6696,"Y","Y","Y","","",1,1,"","","","","Y","","",2,1,2,2,2,2,"No Climb","Not at all","",4,""
23,5468,"Y","Y","Y",0,"","",3,"","","","","Y","","","",5,4,5,1,"","Deep Climb","Not at all","",3,""
28,4125,"Y","Y","N","","","","","","","","","N","","","","",1,"","","","No Climb","Partially","",1,""
29,10416,"Y","N","Y","","","",1,"","","","","N","","","",3,5,1,0,"","No Climb","Not at all","",4,""
31,9446,"Y","Y","N","","","","","","","","","Y","",1,"",3,"","",2,"","No Climb","Not at all","",4,""
31,2046,"Y","Y","N","","","",2,"","","",1,"N",1,4,"",3,6,3,1,2,"Deep Climb","Not at all","",4,""
31,997,"Y","Y","N","","","",1,"","","","","Y","","","",2,1,2,"",2,"No Climb","Not at all","",3,""
15,2557,"Y","Y","Y",1,"",1,"","","","","","Y",2,3,2,"","","",3,"","No Climb","Not at all","",5,""
14,9442,"Y","Y","N","","","",3,"","","","","Y",1,"",4,3,8,3,"",1,"No Climb","Not at all","",5,""
13,3674,"Y","Y","N","","","",2,"","","",1,"N","","","",2,5,3,"","","Deep Climb","Not at all","",5,""
12,360,"Y","Y","N","","","",2,"","","","","N",1,1,"",5,5,"","",1,"Deep Climb","Not at all","",5,""
11,6443,"Y","Y","N","",2,"","","","","",1,"N","","","","","","","",2,"Deep Climb","Partially","",2,""
10,2910,"Y","Y","Y","","","",2,"","","","","Y","","",3,5,6,6,6,"","Deep Climb","Not at all","",5,""
9,2412,"Y","Y","N","","","",1,"","","","","Y","","","",6,2,2,"","","Deep Climb","Not at all","",4,""
8,3636,"Y","Y","N","","","","","","","",2,"Y","","",2,4,4,3,1,1,"No Climb","Not at all","",5,""
30,4131,"Y","Y","N","","","","","","","","","N","",5,"","","","","","","Deep Climb","Not at all","",5,""
30,2557,"Y","Y","Y","","",1,"","","",1,"","Y",2,2,4,"","","",6,"","No Climb","Not at all","",5,""
30,360,"Y","Y","N","","","",2,"","","","","Y","","","",4,4,"","",5,"Deep Climb","Not at all","",4,""
30,4513,"Y","Y","N","","","","","","","",2,"N","","","",5,2,2,1,1,"Deep Climb","Not at all","",4,""
29,3663,"Y","Y","N","","","",3,"","","","","Y","","","",3,5,1,2,"","Deep Climb","Not at all","",5,""
29,2147,"Y","Y","Y",2,"","",1,"","","","","Y",1,"",1,3,3,2,"","","No Climb","Not at all","",4,""
29,3826,"Y","Y","N","","","","","","","","","Y","",2,"","","","","","","Deep Climb","Partially","",4,""
71,955,"Y","Y","N","","","",3,"","","","","N","","","","",7,8,"","","No Climb","Not at all","",5,""
31,1778,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,2,3,5,2,4,2,1,"No Climb","Not at all","","",""
31,9446,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,3,1,1,1,0,"No Climb","Not at all","","",""
31,997,"Y","N","N",0,0,0,1,0,0,0,1,"N",0,0,0,2,2,0,1,2,"No Climb","Not at all","","",""
31,957,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,3,4,4,3,2,"No Climb","Not at all","","",""
31,6343,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,1,3,5,0,2,"No Climb","Not at all","","",""
31,2046,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,3,0,1,3,4,1,1,"No Climb","Not at all","","",""
32,1425,"Y","N","N",0,0,1,0,0,0,0,0,"N",0,0,1,1,0,0,3,1,"No Climb","Not at all","","",""
32,9442,"Y","N","N",0,0,0,3,0,0,0,0,"N",1,0,1,4,6,3,0,6,"No Climb","Not at all","","",""
32,2522,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,0,4,4,4,3,"No Climb","Not at all","","",""
32,3636,"Y","N","N",0,0,0,1,0,0,0,1,"N",0,0,0,5,3,0,0,6,"No Climb","Not at all","","",""
32,1318,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,3,2,5,3,2,0,"No Climb","Not at all","","",""
32,3218,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,1,0,1,0,4,0,2,"No Climb","Not at all","","",""
33,2910,"Y","N","N",0,0,0,1,0,0,0,1,"N",0,1,3,5,5,6,0,0,"No Climb","Not at all","","",""
33,1540,"Y","N","N",0,0,0,3,0,1,0,1,"N",0,0,0,3,1,2,1,3,"No Climb","Not at all","","",""
33,6443,"Y","N","N",0,0,0,0,0,0,0,1,"N",1,0,0,1,0,1,0,5,"No Climb","Not at all","","",""
33,955,"Y","N","N",0,0,0,0,0,1,0,1,"N",0,0,0,2,4,4,0,3,"No Climb","Not at all","","",""
33,5468,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,4,5,5,0,3,"No Climb","Not at all","","",""
33,2976,"Y","N","N",0,0,0,0,1,0,0,0,"N",0,0,0,0,3,2,0,1,"No Climb","Not at all","","",""
34,9023,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,4,9,4,0,1,"No Climb","Not at all","","",""
34,4450,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,2,0,0,0,0,0,0,"No Climb","Not at all","","",""
34,2412,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,1,0,2,4,3,0,2,"No Climb","Not at all","","",""
34,3663,"Y","N","N",0,0,0,2,0,0,0,1,"N",0,0,0,2,6,5,0,0,"No Climb","Not at all","","",""
34,9450,"Y","N","N",0,0,0,2,0,0,0,0,"N",1,1,7,1,0,0,3,0,"No Climb","Not at all","","",""
34,2930,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,4,3,3,0,0,"No Climb","Not at all","","",""
35,4061,"Y","N","N",0,0,0,0,1,0,0,2,"N",0,0,0,0,5,3,3,3,"No Climb","Not at all","","",""
35,4131,"Y","N","N",0,0,0,0,0,0,1,0,"N",0,5,0,0,0,0,0,0,"No Climb","Not at all","","",""
35,2557,"Y","N","N",0,0,0,0,0,0,0,0,"N",1,0,2,0,0,0,9,1,"No Climb","Not at all","","",""
35,3674,"Y","N","N",0,0,0,0,0,0,1,0,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
35,3826,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
35,3574,"Y","N","N",0,0,0,0,1,0,0,0,"N",0,0,0,1,5,3,2,2,"No Climb","Not at all","","",""
36,488,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,2,3,5,2,1,0,"No Climb","Not at all","","",""
36,6831,"Y","N","N",0,0,0,0,1,0,0,0,"N",0,0,0,0,1,1,2,1,"No Climb","Not at all","","",""
36,4512,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,2,3,2,0,1,"No Climb","Not at all","","",""
36,957,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,10,5,0,1,1,"No Climb","Not at all","","",""
36,948,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,2,4,1,5,0,"No Climb","Not at all","","",""
36,5937,"Y","N","N",0,0,2,0,0,0,0,0,"N",2,0,6,0,1,0,0,0,"No Climb","Not at all","","",""
37,360,"Y","N","N",0,0,0,1,0,0,1,1,"N",0,0,0,4,5,4,0,0,"No Climb","Not at all","","",""
37,6343,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
37,6696,"Y","N","N",0,0,1,1,0,0,0,0,"N",0,0,1,2,3,4,0,3,"No Climb","Not at all","","",""
37,9036,"Y","N","N",0,0,0,0,0,0,1,0,"N",0,0,0,0,5,2,3,1,"No Climb","Not at all","","",""
37,3636,"Y","N","N",0,0,0,1,0,0,0,1,"N",1,0,1,6,2,5,0,1,"No Climb","Not at all","","",""
37,1425,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,2,2,2,3,3,0,"No Climb","Not at all","","",""
38,7034,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,2,2,2,1,3,"No Climb","Not at all","","",""
38,5468,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,3,2,1,0,0,"No Climb","Not at all","","",""
38,10079,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,0,0,0,0,1,"No Climb","Not at all","","",""
38,1778,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,2,4,9,4,4,2,"No Climb","Not at all","","",""
38,2147,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,4,1,1,0,2,0,0,"No Climb","Not at all","","",""
38,4043,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,2,3,0,0,3,"No Climb","Not at all","","",""
39,9442,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,2,2,2,2,1,4,"No Climb","Not at all","","",""
39,4915,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,2,0,0,0,0,"No Climb","Not at all","","",""
39,1540,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,2,0,1,6,4,0,1,"No Climb","Not at all","","",""
39,2910,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,2,5,6,9,4,0,0,"No Climb","Not at all","","",""
39,10416,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,1,2,0,1,0,"No Climb","Not at all","","",""
39,4125,"Y","N","N",0,0,0,0,0,0,1,0,"N",1,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
40,9567,"Y","N","N",0,0,0,0,0,0,1,0,"N",0,3,0,0,0,0,2,1,"No Climb","Not at all","","",""
40,955,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,2,0,1,0,0,"No Climb","Not at all","","",""
40,6443,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,1,3,0,0,0,"No Climb","Not at all","","",""
40,2522,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,2,5,4,2,1,"No Climb","Not at all","","",""
40,2976,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,1,2,4,2,1,"No Climb","Not at all","","",""
40,2046,"Y","N","N",0,0,0,2,0,0,0,1,"N",0,2,3,3,4,5,0,1,"No Climb","Not at all","","",""
41,997,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,1,3,3,1,2,"No Climb","Not at all","","",""
41,3218,"Y","N","N",0,0,0,1,0,0,0,2,"N",0,1,0,1,0,0,0,0,"No Climb","Not at all","","",""
41,9023,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,2,8,5,1,2,"No Climb","Not at all","","",""
41,2471,"Y","N","N",0,0,0,0,1,0,0,0,"N",1,2,0,0,5,0,3,2,"No Climb","Not at all","","",""
41,492,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,4,1,4,0,2,"No Climb","Not at all","","",""
41,4513,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,5,4,3,1,0,"No Climb","Not at all","","",""
42,1318,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,2,1,3,2,5,0,"No Climb","Not at all","","",""
42,9446,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,2,1,0,0,1,"No Climb","Not at all","","",""
42,3663,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,3,4,4,4,2,0,"No Climb","Not at all","","",""
42,4469,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,5,1,0,0,1,"No Climb","Not at all","","",""
42,9450,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,4,2,3,0,3,1,"No Climb","Not at all","","",""
42,6831,"Y","N","N",1,0,0,0,1,0,0,0,"N",0,0,0,0,0,0,2,3,"No Climb","Not at all","","",""
43,6343,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,4,5,0,0,1,"No Climb","Not at all","","",""
43,2557,"Y","N","N",0,0,0,0,0,0,2,0,"N",0,0,0,0,0,0,3,0,"No Climb","Not at all","","",""
43,9036,"Y","N","N",0,0,0,0,0,0,1,0,"N",0,0,0,6,5,0,1,2,"No Climb","Not at all","","",""
43,2147,"Y","N","N",1,0,0,0,0,0,0,1,"N",0,0,1,6,6,0,0,1,"No Climb","Not at all","","",""
43,4450,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
43,948,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,6,2,2,0,1,"No Climb","Not at all","","",""
44,4043,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,0,5,4,1,1,"No Climb","Not at all","","",""
44,488,"Y","N","N",0,0,0,2,0,0,0,0,"N",1,0,0,2,2,0,0,0,"No Climb","Not at all","","",""
44,2910,"Y","N","N",0,0,0,2,1,0,0,1,"N",0,2,4,5,6,7,2,0,"No Climb","Not at all","","",""
44,5468,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,5,6,6,0,0,"No Climb","Not at all","","",""
44,4125,"Y","N","N",0,0,0,0,0,0,1,0,"N",0,1,0,0,0,0,0,0,"No Climb","Not at all","","",""
44,6696,"Y","N","N",0,0,0,1,0,0,0,1,"N",0,1,0,3,3,4,0,4,"No Climb","Not at all","","",""
45,1540,"Y","N","N",0,0,0,1,0,0,0,1,"N",0,0,1,2,6,2,3,4,"No Climb","Not at all","","",""
45,3826,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
45,957,"Y","N","N",0,0,0,2,0,0,1,0,"N",0,0,0,7,2,4,0,1,"No Climb","Not at all","","",""
45,3674,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,1,4,6,0,1,"No Climb","Not at all","","",""
45,1425,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,2,4,4,0,0,1,"No Climb","Not at all","","",""
45,4061,"Y","N","N",0,0,0,0,1,0,0,0,"N",0,0,0,0,2,4,1,4,"No Climb","Not at all","","",""
46,7034,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,3,2,2,1,1,"No Climb","Not at all","","",""
46,2471,"Y","N","N",2,2,1,0,1,0,0,0,"N",2,2,1,2,2,1,1,2,"No Climb","Not at all","","",""
46,2522,"Y","N","N",0,0,0,2,0,0,0,1,"N",0,0,0,3,4,5,4,1,"No Climb","Not at all","","",""
46,9442,"Y","N","N",0,0,0,1,0,0,0,0,"N",2,0,1,4,5,2,2,0,"No Climb","Not at all","","",""
46,9023,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,3,6,6,1,3,"No Climb","Not at all","","",""
46,360,"Y","N","N",0,0,0,1,0,0,0,2,"N",0,3,0,2,2,1,1,4,"No Climb","Not at all","","",""
47,2930,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,2,0,4,3,2,3,0,"No Climb","Not at all","","",""
47,2976,"Y","N","N",0,0,0,1,0,0,1,1,"N",0,0,0,1,0,0,0,4,"No Climb","Not at all","","",""
47,10416,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,0,3,0,0,0,"No Climb","Not at all","","",""
47,4513,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,3,3,4,2,0,"No Climb","Not at all","","",""
47,2046,"Y","N","N",0,0,0,3,0,0,0,0,"N",1,2,0,2,4,4,4,0,"No Climb","Not at all","","",""
47,4469,"Y","N","N",0,0,0,1,0,0,0,0,"N",1,0,2,3,5,1,0,2,"No Climb","Not at all","","",""
48,3218,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,3,0,1,3,1,0,1,"No Climb","Not at all","","",""
48,4915,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,7,3,0,0,0,"No Climb","Not at all","","",""
48,9446,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,0,3,4,0,1,"No Climb","Not at all","","",""
48,1778,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,1,9,2,1,2,"No Climb","Not at all","","",""
48,9567,"Y","N","N",0,0,0,0,0,0,1,0,"N",0,2,0,0,0,0,0,0,"No Climb","Not at all","","",""
48,10079,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,3,5,2,0,5,"No Climb","Not at all","","",""
49,1318,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,8,6,2,0,0,"No Climb","Not at all","","",""
49,5937,"Y","N","N",0,0,2,0,0,0,0,0,"N",0,3,3,0,0,0,0,0,"No Climb","Not at all","","",""
49,4131,"Y","N","N",0,0,0,0,0,0,1,0,"N",0,6,0,0,0,0,0,0,"No Climb","Not at all","","",""
49,955,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,3,5,5,0,1,"No Climb","Not at all","","",""
49,3636,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,4,7,0,0,0,"No Climb","Not at all","","",""
50,6443,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
50,3574,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,0,6,3,"No Climb","Not at all","","",""
50,4512,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,1,2,3,1,1,0,"No Climb","Not at all","","",""
50,2412,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,4,5,2,2,1,"No Climb","Not at all","","",""
50,9450,"Y","N","N",0,0,0,0,0,1,1,0,"N",0,0,4,1,3,2,2,0,"No Climb","Not at all","","",""
50,492,"Y","N","N",0,0,0,0,0,0,1,1,"N",0,0,0,4,3,0,0,2,"No Climb","Not at all","","",""
51,488,"Y","N","N",0,0,0,2,0,0,0,0,"N",0,0,0,2,6,5,0,0,"No Climb","Not at all","","",""
51,1425,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,5,7,3,0,0,"No Climb","Not at all","","",""
51,2557,"Y","N","N",2,0,0,0,0,0,0,0,"N",3,2,4,0,0,0,4,1,"No Climb","Not at all","","",""
51,4450,"Y","N","N",0,0,2,1,0,0,0,0,"N",1,0,1,1,0,2,0,1,"No Climb","Not at all","","",""
51,2910,"Y","N","N",0,0,0,2,2,0,0,0,"N",1,2,4,7,5,3,0,0,"No Climb","Not at all","","",""
51,4061,"Y","N","N",0,0,0,0,3,0,0,0,"N",0,0,0,0,3,2,3,2,"No Climb","Not at all","","",""
52,6831,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,0,6,1,3,1,"No Climb","Not at all","","",""
52,4125,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,0,0,0,0,2,2,4,"No Climb","Not at all","","",""
52,3826,"Y","N","N",0,0,0,0,0,0,1,0,"N",2,7,0,0,0,0,0,0,"No Climb","Not at all","","",""
52,5468,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,4,5,2,0,0,"No Climb","Not at all","","",""
52,4513,"Y","N","N",0,0,0,2,1,4,2,0,"N",0,0,0,0,0,0,0,0,"No Climb","Not at all","","",""
52,6343,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,2,0,0,3,3,"No Climb","Not at all","","",""
53,10416,"Y","N","N",0,0,0,0,0,0,0,1,"N",0,0,0,2,0,0,0,4,"No Climb","Not at all","","",""
53,9567,"Y","N","N",0,0,0,0,0,0,0,0,"N",0,1,0,0,0,0,0,0,"No Climb","Not at all","","",""
53,4915,"Y","N","N",0,0,0,3,0,0,0,0,"N",0,0,0,4,5,5,0,1,"No Climb","Not at all","","",""
53,9036,"Y","N","N",0,0,0,1,0,0,0,0,"N",0,0,0,5,3,3,0,0,"No Climb","Not at all","","",""
53,2471,"Y","N","N",0,0,0,0,1,0,0,1,"N",2,1,0,2,3,1,2,2,"No Climb","Not at all","","",""
54,1540,"Y","N","N",0,0,0,1,0,0,1,0,"N",0,0,3,4,4,6,0,0,"No Climb","Not at all","","",""
54,3663,"Y","N","N",0,0,0,3,0,0,0,0,"N",3,0,6,1,1,2,0,0,"No Climb","Not at all","","",""
